GeneID,Sample-SRR2073144,Sample-SRR2073145
AT1G11684,0,0
AT1G11690,0,0
AT1G11700,129,73
AT1G11710,100,79
AT1G11720,388,54
AT1G11730,67,30
AT1G11735,0,0
AT1G11740,6,0
AT1G11750,912,573
AT1G11755,204,291
AT1G11760,389,349
AT1G11765,0,1
AT1G11770,0,0
AT1G11780,280,183
AT1G11785,0,0
AT1G11790,236,123
AT1G11800,327,228
AT1G11803,0,0
AT1G11806,0,0
AT1G11810,14,0
AT1G11820,2654,1609
AT1G11840,9169,6133
AT1G11850,5,0
AT1G11860,3130,2080
AT1G11870,309,141
AT1G11880,91,40
AT1G11890,704,279
AT1G11900,98,148
AT1G11905,337,329
AT1G11910,7156,3999
AT1G11915,9,0
AT1G11920,0,0
AT1G11925,0,0
AT1G11930,734,318
AT1G11940,123,28
AT1G11950,576,179
AT1G11960,117,5
AT1G11970,0,0
AT1G11980,0,0
AT1G11990,1,0
AT1G12000,4524,1835
AT1G12010,0,1
AT1G12013,0,0
AT1G12015,0,0
AT1G12020,285,74
AT1G12030,6,0
AT1G12040,0,0
AT1G12050,638,339
AT1G12060,54,80
AT1G12064,1,0
AT1G12070,7,0
AT1G12080,61,31
AT1G12090,4329,4462
AT1G12100,23,0
AT1G12110,425,434
AT1G12120,965,344
AT1G12130,2,0
AT1G12140,256,84
AT1G12150,1,0
AT1G12160,3,0
AT1G12170,0,0
AT1G12180,0,0
AT1G12190,0,0
AT1G12200,35,0
AT1G12210,67,0
AT1G12211,0,0
AT1G12220,64,27
AT1G12230,1206,626
AT1G12240,172,71
AT1G12244,70,19
AT1G12250,65,12
AT1G12260,23,22
AT1G12270,2472,718
AT1G12280,76,87
AT1G12290,14,5
AT1G12294,0,0
AT1G12300,231,30
AT1G12310,2995,3977
AT1G12320,20,84
AT1G12330,248,200
AT1G12340,67,26
AT1G12350,215,54
AT1G12360,988,196
AT1G12370,205,113
AT1G12380,658,242
AT1G12390,390,396
AT1G12400,135,62
AT1G12410,1103,444
AT1G12411,0,0
AT1G12420,233,29
AT1G12423,0,0
AT1G12430,1055,292
AT1G12440,1310,1628
AT1G12450,138,14
AT1G12451,0,0
AT1G12460,352,80
AT1G12470,816,171
AT1G12480,21,0
AT1G12490,0,0
AT1G12500,351,200
AT1G12510,0,0
AT1G12520,255,45
AT1G12530,260,84
AT1G12540,0,0
AT1G12550,88,1
AT1G12560,0,0
AT1G12570,29,5
AT1G12580,609,272
AT1G12590,0,0
AT1G12600,2,0
AT1G12610,0,0
AT1G12620,209,55
AT1G12630,24,6
AT1G12640,271,99
AT1G12650,505,121
AT1G12660,0,0
AT1G12663,0,0
AT1G12665,1,0
AT1G12667,0,0
AT1G12669,0,0
AT1G12670,0,0
AT1G12672,10,0
AT1G12680,463,127
AT1G12700,95,0
AT1G12710,196,58
AT1G12720,0,0
AT1G12725,0,0
AT1G12730,180,113
AT1G12740,0,0
AT1G12750,184,55
AT1G12760,517,169
AT1G12770,875,281
AT1G12775,171,16
AT1G12780,210,80
AT1G12790,13,40
AT1G12800,864,185
AT1G12805,16,6
AT1G12810,391,344
AT1G12820,1012,351
AT1G12830,1102,587
AT1G12840,2162,1860
AT1G12845,297,495
AT1G12850,853,546
AT1G12855,0,18
AT1G12860,261,102
AT1G12870,0,0
AT1G12880,5,0
AT1G12890,0,49
AT1G12900,3186,2178
AT1G12910,902,793
AT1G12920,2267,1376
AT1G12930,514,160
AT1G12935,0,0
AT1G12938,0,0
AT1G12940,0,0
AT1G12950,7,21
AT1G12960,0,0
AT1G12970,248,82
AT1G12980,265,127
AT1G12990,403,75
AT1G13000,112,9
AT1G13010,0,0
AT1G13020,1772,485
AT1G13030,482,87
AT1G13040,91,11
AT1G13050,52,60
AT1G13060,3520,2173
AT1G13070,0,0
AT1G13080,11,6
AT1G13090,206,46
AT1G13100,19,1
AT1G13110,177,26
AT1G13120,744,181
AT1G13130,6,0
AT1G13140,3,0
AT1G13145,80,295
AT1G13150,1,0
AT1G13160,855,197
AT1G13170,1253,470
AT1G13180,287,226
AT1G13190,1328,388
AT1G13195,148,91
AT1G13200,0,0
AT1G13210,408,103
AT1G13220,589,120
AT1G13230,50,2
AT1G13240,0,0
AT1G13245,189,250
AT1G13250,564,179
AT1G13260,221,156
AT1G13270,880,616
AT1G13280,1146,643
AT1G13290,0,0
AT1G13300,0,0
AT1G13310,0,0
AT1G13320,1756,784
AT1G13330,188,94
AT1G13340,36,59
AT1G13350,243,72
AT1G13360,749,539
AT1G13370,2,0
AT1G13380,940,653
AT1G13390,259,48
AT1G13400,187,219
AT1G13410,150,59
AT1G13420,0,0
AT1G13430,0,6
AT1G13440,15862,12207
AT1G13448,26,11
AT1G13450,219,109
AT1G13460,294,126
AT1G13470,0,0
AT1G13480,0,0
AT1G13485,0,0
AT1G13490,0,0
AT1G13500,0,0
AT1G13510,34,0
AT1G13520,0,0
AT1G13530,0,0
AT1G13540,0,0
AT1G13550,0,0
AT1G13560,2046,1432
AT1G13570,375,56
AT1G13580,227,190
AT1G13590,0,0
AT1G13600,416,201
AT1G13605,0,0
AT1G13607,0,0
AT1G13608,8,0
AT1G13609,413,353
AT1G13610,6,0
AT1G13620,6,0
AT1G13630,64,0
AT1G13635,1,1
AT1G13640,615,95
AT1G13650,2,0
AT1G13660,0,0
AT1G13670,29,0
AT1G13680,0,0
AT1G13690,916,440
AT1G13700,70,81
AT1G13710,25590,14351
AT1G13720,0,0
AT1G13730,1577,614
AT1G13740,409,123
AT1G13750,80,2
AT1G13755,4,2
AT1G13760,0,0
AT1G13770,245,86
AT1G13780,188,98
AT1G13790,317,50
AT1G13800,79,0
AT1G13810,229,124
AT1G13820,90,21
AT1G13830,0,0
AT1G13840,0,0
AT1G13850,0,0
AT1G13860,459,129
AT1G13870,315,238
AT1G13880,498,204
AT1G13890,0,0
AT1G13900,479,276
AT1G13910,128,172
AT1G13920,59,62
AT1G13930,8633,8166
AT1G13940,506,66
AT1G13950,52,65
AT1G13960,196,40
AT1G13970,60,0
AT1G13980,1504,367
AT1G13990,49,51
AT1G14000,801,433
AT1G14010,612,479
AT1G14020,389,233
AT1G14030,240,28
AT1G14040,264,132
AT1G14048,0,0
AT1G14060,834,398
AT1G14070,34,0
AT1G14071,5,0
AT1G14080,0,0
AT1G14090,148,6
AT1G14100,0,0
AT1G14110,0,0
AT1G14120,1,0
AT1G14130,151,35
AT1G14140,218,69
AT1G14150,6,4
AT1G14160,0,0
AT1G14170,1169,739
AT1G14180,600,360
AT1G14182,2,0
AT1G14185,20,0
AT1G14190,21,31
AT1G14200,40,17
AT1G14205,100,32
AT1G14210,712,435
AT1G14220,0,0
AT1G14225,0,0
AT1G14230,179,37
AT1G14240,24,1
AT1G14250,13,1
AT1G14260,133,28
AT1G14270,111,68
AT1G14280,15,18
AT1G14290,352,381
AT1G14300,650,768
AT1G14310,54,33
AT1G14315,0,0
AT1G14320,34471,37872
AT1G14330,261,69
AT1G14340,121,47
AT1G14345,256,54
AT1G14350,529,207
AT1G14360,475,353
AT1G14370,57,9
AT1G14380,796,348
AT1G14390,26,1
AT1G14400,2322,2222
AT1G14410,1364,850
AT1G14420,0,0
AT1G14430,108,13
AT1G14440,1051,509
AT1G14450,995,1888
AT1G14455,11,0
AT1G14460,360,104
AT1G14470,54,0
AT1G14480,32,0
AT1G14490,66,39
AT1G14500,0,0
AT1G14510,2341,1156
AT1G14518,0,0
AT1G14520,14,2
AT1G14530,72,43
AT1G14540,0,0
AT1G14549,0,0
AT1G14550,0,0
AT1G14560,202,71
AT1G14570,1420,717
AT1G14580,19,1
AT1G14590,211,231
AT1G14600,107,120
AT1G14610,3550,710
AT1G14620,893,620
AT1G14630,402,273
AT1G14640,73,7
AT1G14642,3,0
AT1G14650,1985,653
AT1G14660,74,17
AT1G14670,2661,1306
AT1G14680,105,33
AT1G14685,1068,393
AT1G14686,1,0
AT1G14687,215,118
AT1G14688,0,0
AT1G14690,1427,304
AT1G14700,198,192
AT1G14710,2609,429
AT1G14720,1463,1366
AT1G14730,6,2
AT1G14740,1317,181
AT1G14750,74,0
AT1G14755,9,0
AT1G14760,262,206
AT1G14770,393,136
AT1G14780,11,54
AT1G14790,665,176
AT1G14800,9,50
AT1G14810,1637,924
AT1G14820,636,224
AT1G14830,1399,857
AT1G14840,440,193
AT1G14850,1798,532
AT1G14860,9,0
AT1G14870,3,1
AT1G14880,9,0
AT1G14890,825,493
AT1G14900,3495,2659
AT1G14910,764,297
AT1G14920,1469,987
AT1G14930,0,1
AT1G14940,0,1
AT1G14950,0,2
AT1G14960,0,0
AT1G14970,108,72
AT1G14980,6402,10290
AT1G14990,255,182
AT1G15000,505,91
AT1G15002,10,57
AT1G15010,1,0
AT1G15015,0,0
AT1G15020,294,165
AT1G15030,245,117
AT1G15040,17,10
AT1G15045,0,0
AT1G15050,0,0
AT1G15060,279,264
AT1G15080,303,161
AT1G15090,1,9
AT1G15100,287,174
AT1G15110,186,146
AT1G15120,2231,3295
AT1G15125,39,17
AT1G15130,886,297
AT1G15140,427,69
AT1G15150,15,2
AT1G15160,43,52
AT1G15165,44,1
AT1G15170,3,32
AT1G15175,32,41
AT1G15180,38,29
AT1G15190,24,0
AT1G15200,774,338
AT1G15210,203,100
AT1G15215,119,0
AT1G15220,181,109
AT1G15230,343,267
AT1G15240,542,90
AT1G15250,265,149
AT1G15260,19,3
AT1G15270,4001,3211
AT1G15280,1459,320
AT1G15290,373,106
AT1G15300,68,20
AT1G15310,112,42
AT1G15320,5,6
AT1G15330,6,7
AT1G15340,5977,1362
AT1G15350,96,230
AT1G15360,0,0
AT1G15370,592,865
AT1G15380,17,7
AT1G15385,1,0
AT1G15390,457,310
AT1G15400,346,209
AT1G15405,499,1933
AT1G15410,76,51
AT1G15415,6,0
AT1G15420,1022,719
AT1G15430,160,69
AT1G15440,1377,679
AT1G15450,0,0
AT1G15460,3,0
AT1G15470,207,46
AT1G15480,1317,533
AT1G15490,212,57
AT1G15500,3136,2421
AT1G15510,201,156
AT1G15520,1,0
AT1G15530,122,72
AT1G15540,0,0
AT1G15550,663,229
AT1G15560,22,0
AT1G15570,769,271
AT1G15580,28,4
AT1G15590,0,0
AT1G15600,0,0
AT1G15610,0,0
AT1G15620,0,0
AT1G15630,1,3
AT1G15640,0,0
AT1G15650,0,0
AT1G15660,1316,370
AT1G15670,156,49
AT1G15680,0,0
AT1G15690,17590,8046
AT1G15700,228,285
AT1G15710,561,247
AT1G15720,322,73
AT1G15730,235,77
AT1G15740,523,101
AT1G15750,3556,1132
AT1G15757,0,0
AT1G15760,513,399
AT1G15770,6,0
AT1G15772,0,0
AT1G15780,670,102
AT1G15790,75,16
AT1G15800,100,91
AT1G15810,1075,449
AT1G15820,5932,3615
AT1G15825,19,0
AT1G15830,50,0
AT1G15840,0,0
AT1G15850,0,0
AT1G15860,292,113
AT1G15870,123,154
AT1G15880,360,280
AT1G15885,47,29
AT1G15890,3,0
AT1G15900,38,7
AT1G15910,1362,612
AT1G15920,390,101
AT1G15930,8443,9855
AT1G15940,2396,516
AT1G15950,962,413
AT1G15960,360,88
AT1G15970,569,337
AT1G15980,42,17
AT1G15990,0,0
AT1G16000,636,580
AT1G16010,621,279
AT1G16020,283,50
AT1G16022,0,0
AT1G16025,0,0
AT1G16030,76,31
AT1G16040,280,293
AT1G16060,54,57
AT1G16070,336,44
AT1G16080,364,418
AT1G16090,0,0
AT1G16100,0,0
AT1G16110,43,3
AT1G16120,0,0
AT1G16130,0,0
AT1G16140,0,0
AT1G16150,2,0
AT1G16160,0,0
AT1G16170,112,124
AT1G16180,2335,1436
AT1G16190,647,282
AT1G16210,548,230
AT1G16220,171,31
AT1G16225,16,0
AT1G16230,0,0
AT1G16240,788,597
AT1G16250,136,171
AT1G16260,153,10
AT1G16270,1154,183
AT1G16280,343,216
AT1G16290,14,0
AT1G16300,502,255
AT1G16310,127,46
AT1G16320,116,32
AT1G16330,476,73
AT1G16340,377,362
AT1G16350,1708,594
AT1G16360,30,1
AT1G16370,1,0
AT1G16380,0,0
AT1G16390,22,0
AT1G16400,261,40
AT1G16410,7367,1739
AT1G16420,0,0
AT1G16430,246,239
AT1G16440,11,0
AT1G16445,102,64
AT1G16450,0,0
AT1G16460,987,691
AT1G16470,2139,2076
AT1G16480,110,79
AT1G16489,33,0
AT1G16490,71,1
AT1G16500,94,54
AT1G16510,60,94
AT1G16515,19,3
AT1G16520,1151,378
AT1G16530,418,342
AT1G16540,13,1
AT1G16550,137,62
AT1G16560,932,836
AT1G16570,272,109
AT1G16590,87,16
AT1G16600,0,0
AT1G16610,1683,608
AT1G16620,1,0
AT1G16630,1604,702
AT1G16635,12,100
AT1G16640,105,90
AT1G16650,104,1
AT1G16660,0,0
AT1G16670,183,32
AT1G16680,553,88
AT1G16690,294,82
AT1G16700,1160,1444
AT1G16705,1,35
AT1G16710,674,192
AT1G16720,220,41
AT1G16730,25,0
AT1G16740,969,629
AT1G16750,45,8
AT1G16760,0,0
AT1G16770,5,10
AT1G16780,523,267
AT1G16790,366,181
AT1G16800,278,145
AT1G16810,991,536
AT1G16820,15,0
AT1G16825,71,34
AT1G16830,76,65
AT1G16840,232,112
AT1G16850,27,26
AT1G16858,0,0
AT1G16860,0,0
AT1G16870,1013,369
AT1G16880,897,462
AT1G16890,2344,1798
AT1G16900,1281,691
AT1G16905,0,0
AT1G16910,0,0
AT1G16916,208,371
AT1G16920,1247,1345
AT1G16930,4,1
AT1G16940,0,0
AT1G16950,0,0
AT1G16960,4,0
AT1G16970,683,391
AT1G16980,0,0
AT1G17000,0,0
AT1G17010,0,0
AT1G17020,14,0
AT1G17030,10,1
AT1G17040,91,0
AT1G17050,63,4
AT1G17060,30,19
AT1G17070,713,122
AT1G17080,353,128
AT1G17090,64,85
AT1G17100,329,181
AT1G17110,1568,479
AT1G17120,837,567
AT1G17130,864,213
AT1G17140,1291,343
AT1G17145,120,52
AT1G17147,26,0
AT1G17150,0,0
AT1G17160,396,230
AT1G17170,24,0
AT1G17180,0,1
AT1G17190,168,56
AT1G17200,1127,1399
AT1G17210,1451,283
AT1G17220,1312,268
AT1G17230,364,24
AT1G17232,153,13
AT1G17235,25,18
AT1G17240,1,0
AT1G17250,24,0
AT1G17255,31,0
AT1G17260,54,1
AT1G17270,104,19
AT1G17275,0,0
AT1G17277,0,0
AT1G17280,378,194
AT1G17285,0,0
AT1G17290,1813,1059
AT1G17300,0,0
AT1G17310,0,0
AT1G17330,187,59
AT1G17340,182,13
AT1G17345,13,25
AT1G17350,291,378
AT1G17360,257,36
AT1G17370,2825,1708
AT1G17380,9,16
AT1G17390,1,0
AT1G17400,0,0
AT1G17410,39,163
AT1G17420,82,48
AT1G17430,101,21
AT1G17440,764,114
AT1G17450,878,78
AT1G17455,243,284
AT1G17460,298,83
AT1G17470,1200,715
AT1G17480,413,287
AT1G17490,241,138
AT1G17495,0,0
AT1G17500,527,120
AT1G17510,367,317
AT1G17520,212,50
AT1G17530,652,790
AT1G17540,0,0
AT1G17545,0,0
AT1G17550,616,382
AT1G17560,718,596
AT1G17570,0,0
AT1G17580,1035,157
AT1G17590,61,2
AT1G17600,17,0
AT1G17610,8,0
AT1G17615,0,0
AT1G17620,392,209
AT1G17630,126,50
AT1G17640,70,0
AT1G17650,281,367
AT1G17660,0,0
AT1G17665,138,77
AT1G17670,0,0
AT1G17680,575,108
AT1G17690,531,171
AT1G17700,7,0
AT1G17710,1,0
AT1G17720,1758,309
AT1G17730,637,234
AT1G17744,212,73
AT1G17745,814,616
AT1G17750,94,26
AT1G17760,453,86
AT1G17770,0,0
AT1G17780,92,90
AT1G17790,250,83
AT1G17800,0,0
AT1G17810,1,1
AT1G17820,162,19
AT1G17830,50,85
AT1G17840,1032,422
AT1G17850,280,139
AT1G17860,426,481
AT1G17870,51,56
AT1G17880,6112,3413
AT1G17890,677,379
AT1G17900,0,0
AT1G17910,0,0
AT1G17920,431,123
AT1G17930,345,121
AT1G17940,166,44
AT1G17950,1,0
AT1G17960,0,0
AT1G17970,221,6
AT1G17980,556,207
AT1G17990,3,0
AT1G18000,67,22
AT1G18010,55,25
AT1G18020,2,1
AT1G18030,176,49
AT1G18040,519,278
AT1G18050,0,0
AT1G18060,280,140
AT1G18070,2935,1236
AT1G18075,26,28
AT1G18080,21351,17829
AT1G18090,235,38
AT1G18100,50,2
AT1G18120,0,0
AT1G18130,4,6
AT1G18140,61,11
AT1G18150,716,452
AT1G18160,484,145
AT1G18170,83,50
AT1G18180,232,141
AT1G18190,318,107
AT1G18191,0,0
AT1G18200,0,0
AT1G18210,2261,1792
AT1G18220,0,0
AT1G18230,7,0
AT1G18240,0,0
AT1G18250,8804,4536
AT1G18260,744,302
AT1G18265,0,0
AT1G18270,397,123
AT1G18280,6,0
AT1G18290,7,2
AT1G18300,46,37
AT1G18310,0,0
AT1G18320,47,64
AT1G18330,52,1
AT1G18335,94,5
AT1G18340,199,17
AT1G18350,0,0
AT1G18360,226,81
AT1G18370,1891,474
AT1G18382,3,0
AT1G18390,33,0
AT1G18400,112,59
AT1G18410,44,29
AT1G18415,158,41
AT1G18420,115,16
AT1G18430,0,0
AT1G18440,81,63
AT1G18450,1740,693
AT1G18460,335,105
AT1G18470,295,33
AT1G18480,887,541
AT1G18485,117,26
AT1G18486,0,0
AT1G18490,356,246
AT1G18500,1287,461
AT1G18510,0,0
AT1G18520,0,0
AT1G18530,0,0
AT1G18540,16976,9257
AT1G18550,412,16
AT1G18560,196,34
AT1G18570,14,3
AT1G18580,373,148
AT1G18590,1110,720
AT1G18600,483,363
AT1G18610,461,95
AT1G18620,349,57
AT1G18630,662,781
AT1G18640,593,665
AT1G18650,1252,1060
AT1G18660,477,114
AT1G18670,252,94
AT1G18680,50,17
AT1G18690,158,48
AT1G18700,519,155
AT1G18710,1,0
AT1G18720,1152,926
AT1G18730,144,20
AT1G18735,37,0
AT1G18740,225,491
AT1G18745,113,40
AT1G18750,20,65
AT1G18760,0,0
AT1G18770,0,0
AT1G18773,23,0
AT1G18780,0,0
AT1G18790,0,0
AT1G18800,1413,897
AT1G18810,127,31
AT1G18820,0,0
AT1G18830,1,0
AT1G18835,42,17
AT1G18840,777,271
AT1G18850,1102,454
AT1G18860,0,0
AT1G18870,147,116
AT1G18871,0,0
AT1G18879,0,0
AT1G18880,281,132
AT1G18890,374,210
AT1G18900,671,214
AT1G18910,222,26
AT1G18930,0,0
AT1G18940,3,0
AT1G18950,1276,434
AT1G18960,1,0
AT1G18970,0,0
AT1G18980,0,0
AT1G18990,2,0
AT1G19000,1237,628
AT1G19010,98,21
AT1G19020,0,30
AT1G19025,33,0
AT1G19030,0,0
AT1G19040,0,0
AT1G19050,1186,533
AT1G19060,1,0
AT1G19070,0,0
AT1G19080,165,130
AT1G19086,0,0
AT1G19090,0,0
AT1G19100,549,154
AT1G19110,518,127
AT1G19115,0,0
AT1G19120,718,412
AT1G19130,324,344
AT1G19140,354,225
AT1G19150,34,34
AT1G19160,0,0
AT1G19170,444,82
AT1G19180,48,56
AT1G19190,3,0
AT1G19200,1,0
AT1G19210,0,0
AT1G19220,301,73
AT1G19230,8,0
AT1G19240,302,372
AT1G19250,0,0
AT1G19260,0,1
AT1G19270,161,69
AT1G19290,340,47
AT1G19300,98,47
AT1G19310,282,139
AT1G19320,1,0
AT1G19330,757,403
AT1G19340,49,65
AT1G19350,1243,521
AT1G19360,1237,578
AT1G19370,762,268
AT1G19371,0,0
AT1G19373,0,0
AT1G19376,0,0
AT1G19380,12,8
AT1G19390,0,0
AT1G19392,0,0
AT1G19394,4,0
AT1G19396,8,0
AT1G19397,5,21
AT1G19400,286,307
AT1G19410,2,53
AT1G19415,9,0
AT1G19420,7,23
AT1G19430,565,167
AT1G19440,724,291
AT1G19450,273,137
AT1G19460,0,0
AT1G19464,0,0
AT1G19470,0,0
AT1G19480,220,53
AT1G19485,157,2
AT1G19490,167,84
AT1G19500,0,0
AT1G19510,0,0
AT1G19520,2048,710
AT1G19530,7,0
AT1G19540,311,153
AT1G19550,452,253
AT1G19560,14,0
AT1G19570,6540,5762
AT1G19580,1194,569
AT1G19600,554,513
AT1G19610,0,0
AT1G19620,1,1
AT1G19630,66,52
AT1G19640,3,1
AT1G19650,95,52
AT1G19660,431,285
AT1G19670,112,73
AT1G19680,381,127
AT1G19690,130,15
AT1G19700,178,49
AT1G19710,398,101
AT1G19715,242,103
AT1G19720,515,9
AT1G19730,547,1110
AT1G19740,406,175
AT1G19750,43,57
AT1G19770,271,303
AT1G19780,10,15
AT1G19790,61,8
AT1G19800,398,394
AT1G19810,0,0
AT1G19830,57,1
AT1G19835,545,7
AT1G19840,216,99
AT1G19850,3248,869
AT1G19860,381,87
AT1G19870,1796,522
AT1G19880,2852,1297
AT1G19890,0,0
AT1G19900,0,0
AT1G19910,1486,1441
AT1G19920,1837,745
AT1G19930,0,0
AT1G19940,1,0
AT1G19950,328,42
AT1G19960,304,385
AT1G19968,0,0
AT1G19970,194,171
AT1G19980,257,203
AT1G19990,414,267
AT1G20000,0,0
AT1G20010,3954,2562
AT1G20015,0,0
AT1G20020,1239,689
AT1G20030,892,567
AT1G20040,0,0
AT1G20050,2240,1937
AT1G20060,294,5
AT1G20065,13,0
AT1G20070,47,69
AT1G20080,1,0
AT1G20090,1482,1126
AT1G20100,532,358
AT1G20110,905,393
AT1G20120,10,2
AT1G20130,8,0
AT1G20132,0,0
AT1G20135,0,0
AT1G20140,785,595
AT1G20150,1,1
AT1G20160,21,1
AT1G20170,0,0
AT1G20180,0,0
AT1G20190,5,14
AT1G20200,3075,1798
AT1G20210,0,0
AT1G20220,3310,1353
AT1G20225,216,195
AT1G20230,186,125
AT1G20240,0,0
AT1G20250,0,0
AT1G20260,1905,1088
AT1G20270,285,185
AT1G20280,0,0
AT1G20290,9,5
AT1G20300,594,324
AT1G20310,5,0
AT1G20320,0,0
AT1G20330,4245,2416
AT1G20340,6620,7322
AT1G20350,0,0
AT1G20360,0,0
AT1G20370,866,318
AT1G20375,0,0
AT1G20380,134,131
AT1G20390,15,3
AT1G20400,1,0
AT1G20405,0,0
AT1G20410,536,175
AT1G20420,0,0
AT1G20430,1443,2487
AT1G20440,311,278
AT1G20450,1546,749
AT1G20460,129,9
AT1G20470,21,0
AT1G20480,40,1
AT1G20490,21,0
AT1G20500,0,0
AT1G20510,459,119
AT1G20515,13,9
AT1G20520,16,7
AT1G20530,52,8
AT1G20540,342,266
AT1G20550,96,15
AT1G20560,560,256
AT1G20570,23,4
AT1G20575,295,81
AT1G20580,2552,2663
AT1G20590,59,22
AT1G20600,20,42
AT1G20610,733,151
AT1G20620,8339,3388
AT1G20630,1258,513
AT1G20640,257,26
AT1G20650,90,47
AT1G20657,0,0
AT1G20670,376,19
AT1G20680,1,0
AT1G20690,86,204
AT1G20691,114,147
AT1G20693,6075,4714
AT1G20696,5792,2519
AT1G20700,0,0
AT1G20710,0,0
AT1G20720,173,127
AT1G20730,0,0
AT1G20735,0,0
AT1G20740,0,0
AT1G20750,4,0
AT1G20760,1079,358
AT1G20770,537,568
AT1G20780,225,99
AT1G20790,0,0
AT1G20795,0,0
AT1G20800,5,0
AT1G20810,79,15
AT1G20816,171,80
AT1G20820,0,0
AT1G20823,322,250
AT1G20830,102,90
AT1G20840,457,153
AT1G20850,466,244
AT1G20860,0,16
AT1G20870,75,7
AT1G20875,0,0
AT1G20880,108,11
AT1G20890,138,216
AT1G20900,29,10
AT1G20910,549,240
AT1G20920,1126,413
AT1G20925,0,0
AT1G20930,974,573
AT1G20940,0,0
AT1G20950,2215,1563
AT1G20960,7185,2044
AT1G20967,0,0
AT1G20970,974,252
AT1G20980,1086,220
AT1G20990,2,0
AT1G21000,3,8
AT1G21010,60,7
AT1G21020,0,0
AT1G21040,0,0
AT1G21050,171,222
AT1G21060,46,17
AT1G21065,406,507
AT1G21070,214,117
AT1G21080,595,287
AT1G21090,1041,521
AT1G21100,12,3
AT1G21110,10,1
AT1G21120,0,1
AT1G21130,84,78
AT1G21140,165,66
AT1G21150,257,102
AT1G21160,170,35
AT1G21170,541,175
AT1G21190,643,1011
AT1G21200,309,107
AT1G21202,0,0
AT1G21210,40,11
AT1G21220,73,103
AT1G21230,0,0
AT1G21240,32,2
AT1G21245,15,1
AT1G21250,2552,481
AT1G21260,159,41
AT1G21270,423,53
AT1G21280,328,240
AT1G21281,0,0
AT1G21286,0,0
AT1G21290,0,0
AT1G21300,0,0
AT1G21310,2860,1426
AT1G21320,0,23
AT1G21323,0,0
AT1G21326,0,0
AT1G21327,0,0
AT1G21330,0,0
AT1G21340,0,0
AT1G21350,107,9
AT1G21360,4,10
AT1G21370,182,90
AT1G21380,657,310
AT1G21390,201,121
AT1G21395,0,0
AT1G21400,71,50
AT1G21410,281,269
AT1G21420,0,0
AT1G21430,2,0
AT1G21440,2190,1077
AT1G21450,373,83
AT1G21460,131,63
AT1G21470,1,0
AT1G21475,0,0
AT1G21480,257,48
AT1G21490,0,0
AT1G21500,450,223
AT1G21510,34,16
AT1G21520,39,26
AT1G21525,0,0
AT1G21528,0,0
AT1G21529,0,0
AT1G21530,0,0
AT1G21540,33,2
AT1G21550,20,31
AT1G21560,786,145
AT1G21580,970,299
AT1G21590,384,217
AT1G21600,986,537
AT1G21610,492,133
AT1G21620,0,0
AT1G21630,1900,602
AT1G21640,386,252
AT1G21650,546,136
AT1G21651,4,0
AT1G21660,555,126
AT1G21670,83,22
AT1G21680,157,101
AT1G21690,1165,613
AT1G21695,19,26
AT1G21700,1146,130
AT1G21710,484,239
AT1G21720,2037,2427
AT1G21722,0,0
AT1G21730,606,78
AT1G21738,0,0
AT1G21740,1026,230
AT1G21750,6088,2188
AT1G21760,230,258
AT1G21770,359,325
AT1G21780,506,591
AT1G21790,147,204
AT1G21800,0,0
AT1G21810,322,173
AT1G21830,343,160
AT1G21835,0,0
AT1G21840,116,153
AT1G21850,0,0
AT1G21860,0,0
AT1G21864,0,0
AT1G21866,0,0
AT1G21870,3,0
AT1G21880,3186,1174
AT1G21890,71,125
AT1G21900,486,413
AT1G21910,11,0
AT1G21920,322,141
AT1G21925,0,0
AT1G21928,0,0
AT1G21930,245,275
AT1G21940,0,0
AT1G21945,2,0
AT1G21950,1,0
AT1G21960,0,0
AT1G21970,0,0
AT1G21973,0,0
AT1G21975,0,0
AT1G21980,1011,253
AT1G21990,0,0
AT1G22000,14,0
AT1G22010,0,0
AT1G22015,0,0
AT1G22020,394,250
AT1G22030,317,65
AT1G22040,201,221
AT1G22050,152,178
AT1G22060,811,96
AT1G22065,8,21
AT1G22067,0,0
AT1G22070,369,176
AT1G22080,0,0
AT1G22090,0,0
AT1G22100,0,0
AT1G22110,0,0
AT1G22120,0,0
AT1G22130,0,0
AT1G22140,329,496
AT1G22150,2,12
AT1G22160,162,240
AT1G22170,357,80
AT1G22180,33,1
AT1G22190,171,263
AT1G22200,844,412
AT1G22210,0,0
AT1G22220,107,36
AT1G22230,0,0
AT1G22240,0,0
AT1G22250,564,412
AT1G22260,46,35
AT1G22270,808,1123
AT1G22275,71,8
AT1G22280,455,357
AT1G22290,0,0
AT1G22300,8359,9465
AT1G22310,122,27
AT1G22320,0,0
AT1G22330,200,13
AT1G22340,21,0
AT1G22350,2,0
AT1G22360,171,149
AT1G22370,15,0
AT1G22380,7,0
AT1G22400,154,101
AT1G22403,21,20
AT1G22410,2704,1554
AT1G22420,0,0
AT1G22430,159,137
AT1G22440,0,0
AT1G22450,1838,1013
AT1G22460,1,0
AT1G22470,11,0
AT1G22480,62,45
AT1G22490,441,138
AT1G22500,3,0
AT1G22510,170,162
AT1G22520,501,577
AT1G22530,602,288
AT1G22540,394,356
AT1G22550,10,27
AT1G22560,8,24
AT1G22570,7,1
AT1G22580,0,0
AT1G22590,17,52
